sku_id,particulars,item_type,item_group,sub_group,uom,sale_group,gst
544,pm24-fenugreek cinammon us 150 gm,pm,packaging,monocarton,0.000,pm,0.180
545,pm24-fenugreek cinammon us 480 gm,pm,packaging,monocarton,0.000,pm,0.180
546,pm24-fevicol adhesive glue (not exceeding net wt 1kg) as per standard quality 250 gm,pm,packaging,glue,0.000,pm,0.180
547,pm24-fit bar berry blast pouch roll 30 gm,pm,packaging,pouch roll,0.000,pm,0.180
548,pm24-fit bar chocolate pouch roll 30 gm,pm,packaging,pouch roll,0.000,pm,0.180
549,pm24-fit bar mocha almond pouch roll 30 gm,pm,packaging,pouch roll,0.000,pm,0.180
550,pm24-fit bar nuts & seeds pouch roll 30 gm,pm,packaging,pouch roll,0.000,pm,0.180
551,pm24-fk classic 200 gm pouch (195x130) roll uin 18 200 gm,pm,packaging,roll,0.000,pm,0.180
553,pm24-fk classic 50 gm pouch roll uin 16 50 gm,pm,packaging,pouch roll,0.000,pm,0.180
554,pm24-fk supermart samarth krishi 500 gm pouch (220x150) green 500 gm,pm,packaging,pouch,0.000,pm,0.180
555,pm24-fk supermart select 100gm pouch (190x120) uin 02 100 gm,pm,packaging,pouch,0.000,pm,0.180
556,pm24-fk supermart select 100 gm roll uin 02 100 gm,pm,packaging,roll,0.000,pm,0.180
557,pm24-fk supermart select 1 kg. pouch (275x175) uin 07 1000 gm,pm,packaging,pouch,0.000,pm,0.180
558,pm24-fk supermart select 1 kg. pouch 305x175 uin 06 1000 gm,pm,packaging,pouch,0.000,pm,0.180
559,pm24-fk supermart select 200 gm pouch (195x130) uin 03 200 gm,pm,packaging,pouch,0.000,pm,0.180
560,pm24-fk supermart select 200 gm roll (195x130) uin 03 200 gm,pm,packaging,roll,0.000,pm,0.180
561,pm24-fk supermart select 500 gm pouch (220x150) uin 04 500 gm,pm,packaging,pouch,0.000,pm,0.180
562,pm24-fk supermart select 500 gm pouch 250 x150 uin 05 500 gm,pm,packaging,pouch,0.000,pm,0.180
563,pm24-fk supermart select 500 gm roll (220x150) uin 04 500 gm,pm,packaging,roll,0.000,pm,0.180
564,pm24-fk supermart select 50 gm pouch uin 01 50 gm,pm,packaging,pouch,0.000,pm,0.180
565,pm24-fk supermart select 50 gm roll uin 01 50 gm,pm,packaging,roll,0.000,pm,0.180
566,pm24-fk unbranded 500 gm pouch (250x150) orange 500 gm,pm,packaging,pouch,0.000,pm,0.180
567,pm24-fnp fiery almond pouch roll pouch roll 50 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
568,pm24-fnp premium raisins pouch roll 50 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
569,pm24-fnp salted n roasted almonds pouch roll 50 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
570,pm24-fnp salted n roasted pistachios pouch roll 50 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
571,pm24-fnp salt n pepper cashew pouch roll 50 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
572,pm24-fnp smoking almonds pouch roll 50 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
573,pm24-fnp smoking cashews pouch roll 50 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
574,"pm24-foil, on the run 5 grain cereal 95mm pp choclate .05 gm",pm,packaging,foil,0.000,pm,0.180
575,"pm24-foil, on the run 5 grain cereal 95mm pp original .05 gm",pm,packaging,foil,0.000,pm,0.180
576,pm24-fresho kimia dates 500 gm,pm,packaging,tub,0.000,pm,0.180
577,pm24-glass bottle with cork-15 cc 15cc,pm,packaging,glass bottle,0.000,pm,0.180
578,pm24-glass bottle with cork-200 ml 250 gm,pm,packaging,glass bottle,0.000,pm,0.180
579,pm24-glass bottle with cork-50 ml 50 gm,pm,packaging,glass bottle,0.000,pm,0.180
580,pm24-glass bottle with cork-50 ml / cork small size (bush) 50 gm,pm,packaging,glass bottle bush,0.000,pm,0.180
581,pm24-glass jar reliance pgp 1 kg,pm,packaging,glass bottle,0.000,pm,0.180
582,pm24-glass jar reliance pgp 500 gm,pm,packaging,glass bottle,0.000,pm,0.180
583,pm24-glass jar reliance rgp 1 kg,pm,packaging,glass bottle,0.000,pm,0.180
584,pm24-golden dates 200 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
585,pm24-golden label for curate 500 gm,pm,packaging,label,0.000,pm,0.180
586,pm24-golden laminate 120 mm 30 gm,pm,packaging,roll,0.000,pm,0.180
587,pm24-golden tray250 /300gm medjul hoh-safavi / ajwa / mazapati dates partition 300 gm,pm,packaging,bottom,0.000,pm,0.180
588,pm24-gondh dryfruit 30 gm,pm,packaging,roll,0.000,pm,0.180
589,pm24-good life 1000gm pouch roll dfh-g 1000gm,pm,packaging,roll,0.000,pm,0.180
590,pm24-good life 100g pp vacuum pouch (100x170),pm,packaging,pouch,0.000,pm,0.180
591,pm24-good life 1kg pouch dfh-g 1000 gm,pm,packaging,pouch,0.000,pm,0.180
592,pm24-good life 200g-290mm pouch roll dfh-a1 200 gm,pm,packaging,roll,0.000,pm,0.180
593,pm24-good life 200g pouch (135x200)-dfh-a1 200 gm,pm,packaging,pouch,0.000,pm,0.180
594,pm24-good life 200g pp vacuum pouch ( 140x215),pm,packaging,pouch,0.000,pm,0.180
595,pm24-good life 200g- qr pouch (120x160)- df-1,pm,packaging,pouch,0.000,pm,0.180
596,pm24-good life 500g-360mm pouch qr roll df-4 500 gm,pm,packaging,roll,0.000,pm,0.180
597,pm24-good life 500g pouch (170x260mm)dfh 4 500 gm,pm,packaging,pouch,0.000,pm,0.180
598,pm24-good life 500g pouch roll dfh 4 500 gm,pm,packaging,pouch roll,0.000,pm,0.180
599,pm24-good life 500g pp vacuum pouch (180x280),pm,packaging,pouch,0.000,pm,0.180
600,pm24-good life 500g- qr pista pouch dfh-5 500 gm,pm,packaging,pouch,0.000,pm,0.180
601,pm24-good life arabian dates pouch 500 gm,pm,packaging,pouch,0.000,pm,0.180
602,pm24-good life chia seeds 100g pouch,pm,packaging,pouch,0.000,pm,0.180
603,pm24-good life df 2 135 x 185 100 gm pouch 100 gm,pm,packaging,pouch,0.000,pm,0.180
604,pm24-goodlife fard dates 500g,pm,packaging,pouch,0.000,pm,0.180
605,pm24-good life fard dates pouch 500 gm,pm,packaging,pouch,0.000,pm,0.180
606,pm24-good life flax seeds 100g pouch,pm,packaging,pouch,0.000,pm,0.180
607,pm24-good life pouch dfh-1,pm,packaging,pouch,0.000,pm,0.180
608,pm24-good life pouch-dfh-3 200 gm,pm,packaging,pouch,0.000,pm,0.180
609,pm24-good life pumpkin seeds 100g pouch,pm,packaging,pouch,0.000,pm,0.180
610,pm24-good life sunflower seeds 100g pouch,pm,packaging,pouch,0.000,pm,0.180
611,pm24-green label 100x50 mm 10000 gm,pm,packaging,label,0.000,pm,0.180
612,pm24 - green pearl pouch roll 250 gm,pm,packaging,pouch roll,0.000,pm,0.180
3161,small diya,pm,packaging,pm,0.000,pm,0.050
613,pm24-gulf dates 200 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
614,pm24-gulf dates 300 gm pouch digital,pm,packaging,pouch,0.000,dates rpc,0.180
615,pm24-habit cheese label 1000 gm,pm,packaging,label,0.000,pm,0.180
616,pm24 - habit potato starch pouch 200 gm,pm,packaging,pouch,0.000,pm,0.180
617,pm24-habit potato starch pouch 500 gm,pm,packaging,pouch,0.000,pm,0.180
618,pm24-habit raisin pouch 100 gm,pm,packaging,pouch,0.000,pm,0.180
619,pm24-habit wheat pouch 500 gm,pm,packaging,pouch,0.000,pm,0.180
620,pm24-hamper-12 dates box,pm,packaging,hamper-box,0.000,pm,0.180
621,pm24-hamper-18 date box,pm,packaging,hamper-box,0.000,pm,0.180
622,pm24-hamper-1 jar jute bag,pm,packaging,hamper-bag,0.000,pm,0.180
623,pm24-hamper-21 dates box,pm,packaging,hamper-box,0.000,pm,0.180
624,pm24-hamper-2 jar jute bag,pm,packaging,hamper-bag,0.000,pm,0.180
625,pm24-hamper-3 jar jute bag,pm,packaging,hamper-bag,0.000,pm,0.180
626,pm24-hamper-3 pet wooden tray,pm,packaging,hamper-tray,0.000,pm,0.180
627,pm24-hamper-5 pet wooden tray (100 gms x 5),pm,packaging,hamper-mdf box,0.000,pm,0.180
628,pm24-hamper-acrylic box-40 pc dates box,pm,packaging,hamper-box,0.000,pm,0.180
629,pm24-hamper-blissful celebration 360 gm purple printed,pm,packaging,hamper-box,0.000,pm,0.180
630,pm24-hamper-butterfly bag,pm,packaging,hamper-bag,0.000,pm,0.180
631,pm24-hamper-butterfly box for rakhi,pm,packaging,box,0.000,pm,0.180
632,pm24-hamper-candor jute diary,pm,packaging,diary,0.000,pm,0.180
633,pm24-hamper-candor premium diary,pm,packaging,diary,0.000,pm,0.180
634,pm24-hamper-canvas potli big,pm,packaging,hamper- potli,0.000,pm,0.180
635,pm24-hamper-canvas potli small,pm,packaging,hamper- potli,0.000,pm,0.180
636,pm24-hamper-canvas single handle / with hoh logo /with uvn print,pm,packaging,hamper-bag,0.000,pm,0.180
637,pm24-hamper-chess velvet bag,pm,packaging,hamper-bag,0.000,pm,0.180
638,pm24-hamper-classy clear bag for banarasi box,pm,packaging,hamper-bag,0.000,pm,0.180
639,pm24-hamper-classy clear bag for wooden tray,pm,packaging,hamper-bag,0.000,pm,0.180
640,pm24-hamper-classy clear bag with golden base,pm,packaging,hamper-bag,0.000,pm,0.180
641,pm24-hamper-classy clear long bag (10.5 x 13.5),pm,packaging,hamper-bag,0.000,pm,0.180
642,pm24-hamper-classy clear long bag with gusset (10.5 x 13.5),pm,packaging,hamper-bag,0.000,pm,0.180
643,pm24-hamper-classy clear ring bag,pm,packaging,hamper-bag,0.000,pm,0.180
644,pm24-hamper-classy clear ring bag small,pm,packaging,hamper-bag,0.000,pm,0.180
645,pm24-hamper-classy clear single handle bag,pm,packaging,hamper-bag,0.000,pm,0.180
646,pm24-hamper-colour canvas hamper basket,pm,packaging,hamper-bag,0.000,pm,0.180
647,pm24-hamper-curate bon bon laddu 360g,pm,packaging,box,0.000,pm,0.180
648,pm24-hamper-diya with pearl,pm,packaging,hamper-diya,0.000,pm,0.180
649,pm24-hamper-electro plated nickel foils sheets,pm,packaging,hamper-label,0.000,pm,0.180
650,pm24-hamper-envelope for kesar,pm,packaging,hamper-envelop,0.000,pm,0.180
651,pm24-hamper-festive greeting 560 gm orange printed,pm,packaging,hamper-box,0.000,pm,0.180
652,pm24-hamper-flower potli,pm,packaging,hamper-potli,0.000,pm,0.180
653,pm24-hamper-good health box (blue),pm,packaging,hamper-box,0.000,pm,0.180
654,pm24-hamper-grey carryall open basket with handle,pm,packaging,hamper-basket,0.000,pm,0.180
655,pm24-hamper-grey open tray-sr,pm,packaging,hamper-tray,0.000,pm,0.180
656,pm24-hamper-handful of health bag grey color small,pm,packaging,hamper-bag,0.000,pm,0.180
657,pm24-hamper-handle basket 10x10,pm,packaging,hamper-basket,0.000,pm,0.180
658,pm24-hamper-hoh flower box (green),pm,packaging,hamper-box,0.000,pm,0.180
659,pm24-hamper-hoh flower box (peach),pm,packaging,hamper-box,0.000,pm,0.180
660,pm24-hamper-hoh green 10x10 lacquer date box,pm,packaging,hamper-box,0.000,pm,0.180
661,pm24-hamper-jute 2 jar bag green/mamroon,pm,packaging,hamper-bag,0.000,pm,0.180
662,pm24-hamper-jute bag with pu,pm,packaging,hamper-bag,0.000,pm,0.180
663,pm24-hamper-jute flofy bag,pm,packaging,hamper-bag,0.000,pm,0.180
664,pm24-hamper-jute hamper bag,pm,packaging,hamper-bag,0.000,pm,0.180
665,pm24-hamper-jute handy,pm,packaging,hamper-bag,0.000,pm,0.180
666,pm24-hamper-jute potli with drawstring and handle,pm,packaging,hamper-bag,0.000,pm,0.180
667,pm24-hamper-jute tiffin bag,pm,packaging,hamper-bag,0.000,pm,0.180
668,pm24-hamper-kod 4p box blue,pm,packaging,hamper-box,0.000,pm,0.180
669,pm24-hamper-kod 4p box red,pm,packaging,hamper-box,0.000,pm,0.180
670,pm24-hamper-kod flower box (peach),pm,packaging,hamper-box,0.000,pm,0.180
671,pm24-hamper-kod flower box (white),pm,packaging,hamper-box,0.000,pm,0.180
672,pm24-hamper-leafy gold trunk,pm,packaging,hamper-mdf box,0.000,pm,0.180
673,pm24-hamper-mama nourish gift box,pm,packaging,hamper-box,0.000,pm,0.180
674,pm24-hamper-matka bag,pm,packaging,hamper-bag,0.000,pm,0.180
675,pm24-hamper-mdf 3 pet with handle,pm,packaging,hamper-mdf box,0.000,pm,0.180
676,pm24-hamper-mdf 3 pet with lid,pm,packaging,hamper-mdf box,0.000,pm,0.180
677,pm24-hamper-mdf 4 pet with buckle,pm,packaging,hamper-mdf box,0.000,pm,0.180
678,pm24-hamper-mdf 5 pet with lid,pm,packaging,hamper-mdf box,0.000,pm,0.180
679,pm24-hamper-mdf celebration sleek box-green,pm,packaging,hamper-mdf box,0.000,pm,0.180
680,pm24-hamper-mdf celebration sleek box-maroon,pm,packaging,hamper-mdf box,0.000,pm,0.180
681,pm24-hamper-mdf classic box ( 3 pet ) + partition,pm,packaging,hamper-mdf box,0.000,pm,0.180
682,pm24-hamper-mdf-mini trunk,pm,packaging,hamper-mdf box,0.000,pm,0.180
683,pm24-hamper-mdf vakratund tray,pm,packaging,hamper-mdf box,0.000,pm,0.180
684,pm24-hamper-metal mukhwas stand (140 gm x 4),pm,packaging,hamper metal,0.000,pm,0.180
685,pm24-hamper-navy luxury trunk-handle (orange/blue),pm,packaging,hamper-mdf box,0.000,pm,0.180
686,pm24-hamper-non woven bag blue,pm,packaging,hamper-bag,0.000,pm,0.180
687,pm24-hamper-off white stud basket with handle (250 gms x 2),pm,packaging,hamper-basket,0.000,pm,0.180
688,pm24-hamper-organic carry bag kod + tdc (brown and black),pm,packaging,bag,0.000,pm,0.180
689,pm24-hamper-palm leaf oval basket,pm,packaging,hamper-basket,0.000,pm,0.180
690,pm24-hamper-power pack laptop bag,pm,packaging,hamper-bag,0.000,pm,0.180
691,pm24-hamper-rakhabandhan box with handle (hoh print),pm,packaging,box,0.000,pm,0.180
692,pm24-hamper-royal bliss trunk (blue stud),pm,packaging,hamper-mdf box,0.000,pm,0.180
693,pm24-hamper-royal delight finest dates box with window hexagon 850 gm (6p dates box),pm,packaging,box,0.000,pm,0.180
694,pm24-hamper-sahi uphaar 300 gm chocolaty non printed,pm,packaging,hamper-box,0.000,pm,0.180
695,pm24-hamper-silk bag-pink stripes /voilet stripes,pm,packaging,hamper-bag,0.000,pm,0.180
696,pm24-hamper-silk fan bag,pm,packaging,hamper-bag,0.000,pm,0.180
697,pm24-hamper-silk potli,pm,packaging,hamper-potli,0.000,pm,0.180
698,"pm24-hamper-sleeve bag 13""",pm,packaging,hamper-sleeve,0.000,pm,0.180
699,pm24-hamper-square banarasi box-big,pm,packaging,hamper-mdf box,0.000,pm,0.180
700,pm24-hamper-square banarasi box-small,pm,packaging,hamper-mdf box,0.000,pm,0.180
701,pm24-hamper-the dates co. sleeve stickers for dates,pm,packaging,sleeve,0.000,pm,0.180
702,pm24-hamper-trunk banarasi 11 x 18 x 6,pm,packaging,hamper-mdf box,0.000,pm,0.180
703,pm24-hamper-vedaka 4p blissful celebration(rangoli-new),pm,packaging,hamper-box,0.000,pm,0.180
704,pm24-hamper-vedaka season greeting blue box 800 gm,pm,packaging,hamper-box,0.000,pm,0.180
705,pm24-hamper-vedaka sleeve + tray (big 4p) 400 gm,pm,packaging,hamper-box,0.000,pm,0.180
706,pm24-hamper-vedaka sleeve + tray (small 4p) 400 gm red,pm,packaging,hamper-box,0.000,pm,0.180
707,pm24-hamper-velvet potli-red big,pm,packaging,hamper-potli,0.000,pm,0.180
708,"pm24-hamper-willow storage basket-medium (35x26x17cm), without cutlery",pm,packaging,hamper-basket,0.000,pm,0.180
709,"pm24-hamper-willow storage basket-small(28x18x15cm), without cutlery",pm,packaging,hamper-basket,0.000,pm,0.180
710,pm24-hamper-xoxo box hamper,pm,packaging,box,0.000,pm,0.180
711,pm24-handful of health berry barbeque trail mix pouch 200 gm ( 150mm x 225mm ) digital,pm,packaging,pouch roll,0.000,pm,0.180
712,pm24-handful of health caramel nuts n berries pouch 200 gm ( 150mm x 225mm ) digital,pm,packaging,pouch roll,0.000,pm,0.180
713,pm24-handful of health chatpata raisin pouch 200 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
714,pm24-handful of health cocktail mix pouch 200 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
715,pm24-handful of health daily dose pouch 200 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
716,pm24-handful of health indian raisins 200 gm monocarton (cred),pm,packaging,monocarton,0.000,pm,0.180
717,pm24-handful of health mocha mojo trail mix pouch ( 150mm x 225mm) 200 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
718,pm24-handful of health sleeve ( macaron box-brown ) anjeer 300 gm,pm,packaging,sleeve,0.000,pm,0.180
719,pm24-handful of health very berry mix pouch 200 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
720,pm24 - happilo pudina peanut pouch roll 25 gm,pm,packaging,pouch roll,0.000,pm,0.180
721,pm24-healing hands roll,pm,packaging,roll,0.000,pm,0.180
722,pm24-healthy on the go snack pouch 200gm,pm,packaging,pouch,0.000,pm,0.180
723,pm24-hoh bopp adhesive tape 60mm-30 micron-printed 180 gm,pm,packaging,tape,0.000,pm,0.180
724,pm24-hoh flat bottom big pouch 140x 260 500 gm,pm,packaging,bottom,0.000,pm,0.180
725,pm24-hoh flat bottom small pouch 250 gm,pm,packaging,bottom,0.000,pm,0.180
726,pm24-hs film roll (tub sealing ) 170mm,pm,packaging,roll,0.000,pm,0.180
727,pm24-induction wad 250 gm,pm,packaging,wad,0.000,pm,0.180
728,pm24-induction wad 500 gm,pm,packaging,wad,0.000,pm,0.180
729,pm24-karmi gur silver pouch 100 gm,pm,packaging,pouch,0.000,pm,0.180
730,pm24-kesar jar small,pm,packaging,jar,0.000,pm,0.180
731,pm24-kimia dates pouch 6.5/11.5x8.25 plain-ld natural 500 gm,pm,packaging,pouch,0.000,pm,0.180
732,pm24-kimia dates pouch 6.5/11.5x8.25 printed-ld natural 500 gm,pm,packaging,pouch,0.000,pm,0.180
733,pm24-kingdom of dates blue anjeer sleeve 200 gm,pm,packaging,sleeve,0.000,pm,0.180
734,pm24-kingdom of dates blue sample pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
735,pm24-kingdom of dates green sleeve 300 gm,pm,packaging,sleeve,0.000,pm,0.180
736,pm24-kingdom of dates king blue sleeve for acrylic box 250 gm,pm,packaging,sleeve,0.000,pm,0.180
737,pm24-kingdom of dates king medjoul dates top 1000 gm,pm,packaging,top,0.000,pm,0.180
738,pm24-kingdom of dates king red sleeve for acrylic box 250 gm,pm,packaging,sleeve,0.000,pm,0.180
739,pm24-kingdom of dates maroon sleeve 500 gm,pm,packaging,sleeve,0.000,pm,0.180
740,pm24-kingdom of dates white sample pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
741,pm24-kingdom of dates yellow sleeve 250 gm,pm,packaging,sleeve,0.000,pm,0.180
742,pm24-king solomon 3 dates to go-inner assorted 50 gm,pm,packaging,monocarton,0.000,pm,0.180
743,pm24-king solomon 3 dates to go-outer assorted 900 gm,pm,packaging,monocarton,0.000,pm,0.180
744,pm24-king solomon-black medjoul dates top jumbo 1000 gm,pm,packaging,top,0.000,pm,0.180
745,pm24-king solomon-black medjoul dates top jumbo 500 gm,pm,packaging,top,0.000,pm,0.180
746,pm24-king solomon-blue medjoul dates top junior 1000 gm,pm,packaging,top,0.000,pm,0.180
747,pm24-king solomon-bon bon golden tray 320 gm,pm,packaging,tray,0.000,pm,0.180
748,pm24-king solomon-bon bon golden tray 750 gm,pm,packaging,tray,0.000,pm,0.180
749,pm24-king solomon-medjoul dates 250 gm-top,pm,packaging,top,0.000,pm,0.180
750,pm24-king solomon medjoul dates top 250 gm,pm,packaging,top,0.000,pm,0.180
751,pm24-king solomon-medjoul dates top 500 gm,pm,packaging,top,0.000,pm,0.180
752,pm24-king solomon oriental dates sample pouch 30 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
753,pm24-king solomon-oriental dates top 500 gm,pm,packaging,top,0.000,pm,0.180
754,pm24-king solomon oriental dates zipper pouch 250 gm,pm,packaging,pouch,0.000,pm,0.180
755,pm24-king solomon oriental dates zipper pouch 250 gm old,pm,packaging,pouch,0.000,pm,0.180
756,pm24-king solomon oriental dates zipper pouch 500 gm,pm,packaging,pouch,0.000,pm,0.180
757,pm24-king solomon-red medjoul dates top medium 1000 gm,pm,packaging,top,0.000,pm,0.180
758,pm24-king solomon-red medjoul dates top medium 500 gm,pm,packaging,top,0.000,pm,0.180
759,pm24-king solomon-yellow medjoul dates top large 1000 gm,pm,packaging,top,0.000,pm,0.180
760,pm24-king solomon-yellow medjoul dates top large 500 gm,pm,packaging,top,0.000,pm,0.180
761,pm24-king solomon-yellow medjoul dates top large 500 gm,pm,packaging,top,0.000,pm,0.180
762,pm24-krack nut-assorted mono carton black 30 gm,pm,packaging,monocarton,0.000,pm,0.180
763,pm24-kracknut lite achari twist chana pouch 250 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
764,pm24-kracknut lite hing jeera chana pouch 250 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
765,pm24-kracknut lite hing jeera peanut pouch 250 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
766,pm24-krack nut magic masala crunchy peanut 30 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
767,pm24 - krack nut pudina pataka (green) pouch roll 100 gm,pm,packaging,pouch roll,0.000,pm,0.180
768,pm24 - krack nut pudina pataka (green) pouch roll 25 gm,pm,packaging,pouch roll,0.000,pm,0.180
769,pm24-krack nut pudina patakha pouch green-150mm x 230 mm 110 gm,pm,packaging,pouch,0.000,pm,0.180
770,pm24-krack nut smoke barbeque crunchy peanut 30 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
771,pm24-krack nut spanish tomato crunchy peanut 30 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
772,pm24 - krack nut tandoori toofan (orange) pouch roll 100 gm,pm,packaging,pouch roll,0.000,pm,0.180
773,pm24 - krack nut tandoori toofan (orange) pouch roll 25 gm,pm,packaging,pouch roll,0.000,pm,0.180
774,pm24-krack nut tandoori toofan pouch orange-150mm x 230mm 110 gm,pm,packaging,pouch,0.000,pm,0.180
775,pm24-krack nut thai firangi monocarton 300 gm,pm,packaging,monocarton,0.000,pm,0.180
776,pm24-krack nut thai firangi pouch red-150mm x 230 mm 110 gm,pm,packaging,pouch,0.000,pm,0.180
777,pm24 - krack nut thai firangi (red) pouch roll 100 gm,pm,packaging,pouch roll,0.000,pm,0.180
778,pm24 - krack nut thai firangi (red) pouch roll 25 gm,pm,packaging,pouch roll,0.000,pm,0.180
779,pm24-label d mart 4x3 multiculour paperchromo,pm,packaging,label,0.000,pm,0.180
780,pm24-label d mart 4 x 3 multiculour paperchromo 80 gsm,pm,packaging,label,0.000,pm,0.180
781,pm24-labels 55mm x 60mm ( veg logo) 250 gm,pm,packaging,label,0.000,pm,0.180
782,"pm24-labels,stickers, cards",pm,packaging,label,0.000,pm,0.180
783,pm24-laminated center sealing pouch (6.5x10 in),pm,packaging,pouch,0.000,pm,0.180
784,pm24-laminated center sealing pouch (6.5x9) 500 gm,pm,packaging,pouch,0.000,pm,0.180
785,pm24-laminated center sealing pouch (8x10) 500 gm,pm,packaging,pouch,0.000,pm,0.180
786,pm24-laminated center sealing pouch (9x11) 500 gm,pm,packaging,pouch,0.000,pm,0.180
787,pm24-laminated pouch (125mm x 130mm)-3 side seal pouch 4.9x5.3 qc 100 gm,pm,packaging,pouch,0.000,pm,0.180
788,pm24-laminated roll,pm,packaging,roll,0.000,pm,0.180
789,"pm24-laminated zipper standy pouch (4x6),-black matt finish 200 gm",pm,packaging,pouch,0.000,pm,0.180
790,pm24-laminated zipper standy pouch (7x10)-black matt 200 gm,pm,packaging,pouch,0.000,pm,0.180
791,pm24-laptop one handle bag,pm,packaging,hamper-bag,0.000,pm,0.180
792,pm24-ld pouch (14x21) 5kg,pm,packaging,pouch,0.000,pm,0.180
793,pm24-ld pouch 300x400mm 1 kg,pm,packaging,pouch,0.000,pm,0.180
794,pm24-ld pouch 375x450mm 2 kg,pm,packaging,pouch,0.000,pm,0.180
795,pm24 - ld shrink film 25 inch 80 mic,pm,packaging,shrink film,0.000,pm,0.180
797,pm24-liner-5kg 5000 gm,pm,packaging,liner,0.000,pm,0.180
798,pm24-mabroom dates top 500 gm,pm,packaging,top,0.000,pm,0.180
799,pm24-mac snack dry roasted and salted macadamia premium pouches (assorted skus) 200 gm,pm,packaging,pouch,0.000,pm,0.180
800,pm24-mac snack dry roasted and salted muchies pouches 100 gm,pm,packaging,pouch,0.000,pm,0.180
801,pm24-mac snack dry roasted macadamia muchies pouch (assorted) 200 gm,pm,packaging,pouch,0.000,pm,0.180
802,pm24-mac snack dry roasted macadamia muchies pouches (assorted skus) 200 gm,pm,packaging,pouch,0.000,pm,0.180
803,pm24-mac snack dry roasted macadamia muchies premium pouches (assorted skus) 200 gm,pm,packaging,pouch,0.000,pm,0.180
804,pm24-mac snack dry roasted macadamia munchies pouches (assorted skus) 100 gm,pm,packaging,pouch,0.000,pm,0.180
805,pm24-mac snack roasted australian macadamia halven 30 gm,pm,packaging,pouch,0.000,pm,0.180
806,pm24-mahatab tub set 750 ml oval container-royal delight mazafati white with white lid 750 ml,pm,packaging,tub,0.000,pm,0.180
807,pm24 - makhana pet 55 gm,pm,packaging,pet,0.000,pm,0.180
808,pm24 - makhana pet with handle 125 gm,pm,packaging,pet,0.000,pm,0.180
809,pm24-makson himalaya pink salt pepper makhana pouch 50 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
810,pm24-makson makhana pouch 100 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
811,pm24-mama nourish dryfruit instant bar pouch 35 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
812,pm24-mama nourish methi bar pouch 35 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
813,pm24-mama nourish wholesome millet bar pouch 35 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
814,pm24-masala chatka 540mmx160mm 200 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
815,pm24-mat gloss effect almonds stand up pouch nitrogen fiushable 160 x 230 x 80 110 mic,pm,packaging,pouch,0.000,pm,0.180
816,pm24-medjoul dates label 1kg,pm,packaging,label,0.000,pm,0.180
817,"pm24-medplus_eatrite_ arabian dates (500g) standy zipper, tear knotch",pm,packaging,pouch,0.000,pm,0.180
818,"pm24-medplus_eatrite_ fard dates (500g) standy zipper, tear knotch",pm,packaging,pouch,0.000,pm,0.180
819,pm24 - ministry of nuts cheese cashew pouch roll 50 gm,pm,packaging,pouch roll,0.000,pm,0.180
820,pm24-ministry of nuts pouch 100 gm,pm,packaging,pouch,0.000,pm,0.180
821,pm24-modak blister,pm,packaging,blister,0.000,pm,0.180
822,pm24 - monocarton partition 300 gm,pm,packaging,monocarton,0.000,pm,0.180
823,pm24-moonfreeze-banana,pm,packaging,roll,0.000,pm,0.180
824,pm24-moonfreeze-mango,pm,packaging,roll,0.000,pm,0.180
825,pm24-moonfreeze-pineapple,pm,packaging,roll,0.000,pm,0.180
826,pm24-moonfreeze-strawberry,pm,packaging,roll,0.000,pm,0.180
827,pm24 - more choice 500 gm pouch roll 500 gm,pm,packaging,pouch roll,0.000,pm,0.180
828,pm24-mukhwas pet 150 gm,pm,packaging,pet,0.000,pm,0.180
829,pm24-my fav makhana pouch 50 gm,pm,packaging,pouch,0.000,pm,0.180
830,pm24-natapure almond pouch 200gm,pm,packaging,pouch,0.000,pm,0.180
